,description,accession,organism,taxon_id,valid,ffn
1055,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76151,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1056,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76139,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1057,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76127,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1058,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76115,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1059,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76103,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1060,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76091,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1061,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76079,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1062,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76067,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1063,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76055,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1064,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76043,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1065,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76031,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1066,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76019,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1067,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF76007,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1068,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF75995,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1069,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF75983,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1070,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJF75971,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1071,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49263,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1072,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49251,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1073,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49239,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1074,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49227,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1075,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49215,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1076,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49203,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1077,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49191,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1078,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49179,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1079,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49167,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1080,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49155,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1081,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49143,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1082,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49131,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1083,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49119,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1084,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49107,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1085,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49095,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1086,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49083,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1087,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49071,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1088,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49059,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1089,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49047,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1090,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49035,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1091,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49023,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1092,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD49011,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1093,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48999,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1094,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48987,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1095,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48975,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1096,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48963,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1097,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48951,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1098,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48939,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1099,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48927,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1100,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48915,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1101,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48903,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1102,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48891,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1103,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48879,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1104,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48867,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1105,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48855,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1106,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48843,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1107,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48831,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1108,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48819,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1109,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48807,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1110,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48795,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1111,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48783,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1112,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48771,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1113,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48759,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1114,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48747,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1115,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48735,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1116,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48723,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1117,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48711,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1118,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48699,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1119,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48687,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1120,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48675,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1121,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48663,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1122,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48651,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1123,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48639,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1124,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48627,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1125,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48615,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1126,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48603,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1127,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48591,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1128,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48579,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1129,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48567,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1130,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48555,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1131,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48543,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1132,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48531,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1133,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48519,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1134,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48507,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1135,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48495,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1136,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48483,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1137,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48471,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1138,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48459,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
1139,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],QJD48447,Severe acute respiratory syndrome coronavirus 2,2697049,True,./genbank_files/2697049.fna
